Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
On the origin of frictional adhesion in geckos: small morphological changes lead to a major biomechanical transition in the genus <i>Gonatodes</i>,"Higham, Timothy E.; Gamble, Tony; Russell, Anthony P.",,,,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,MAR 1 2017,2017,120,3,,,,503,517,,,,,33,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,1,6,5,1,2
Predicting spatial variations of tree species richness in tropical forests from high-resolution remote sensing,"Fricker, Geoffrey A.; Wolf, Jeffrey A.; Saatchi, Sassan S.; Gillespie, Thomas W.",,,,ECOLOGICAL APPLICATIONS,OCT 2015,2015,25,7,,,,1776,1789,,10.1890/14-1593.1,,,33,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,4,2,4,5,8,1
Transient aerodynamic pressures and forces on trackside and overhead structures due to passing trains. Part 1: Model-scale experiments,"Baker, Christopher; Jordan, Sarah; Gilbert, Timothy; Quinn, Andrew; Sterling, Mark; Johnson, Terry; Lane, John",,,,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART F-JOURNAL OF RAIL AND RAPID TRANSIT,JAN 2014,2014,228,1,,,,37,70,,10.1177/0954409712464859,,,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,1,2,6,3,7,5,1
Using Satellite and Airborne LiDAR to Model Woodpecker Habitat Occupancy at the Landscape Scale,"Vierling, Lee A.; Vierling, Kerri T.; Adam, Patrick; Hudak, Andrew T.",,,,PLOS ONE,DEC 6 2013,2013,8,12,,,,,,e80988,10.1371/journal.pone.0080988,,,33,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,3,1,4,3,1,2,4,0
Ecological integrity of remnant montane forests along an urban gradient in the Sierra Nevada,"Heckmann, K. E.; Manley, P. N.; Schlesinger, M. D.",,,,FOREST ECOLOGY AND MANAGEMENT,APR 20 2008,2008,255,7,,,,2453,2466,,10.1016/j.foreco.2008.01.005,,,33,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,1,3,2,0,1,1,2,1,3,2,4,4,0
"Distinguishing vegetation types with airborne waveform lidar data in a tropical forest-savanna mosaic: A case study in Lope National Park, Gabon","Marselis, Suzanne Marielle; Tang, Hao; Armston, John David; Calders, Kim; Labriere, Nicolas; Dubayah, Ralph",,,,REMOTE SENSING OF ENVIRONMENT,OCT 2018,2018,216,,,,,626,634,,10.1016/j.rse.2018.07.023,,,32,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,4,6,2
LiDAR-derived canopy structure supports the more-individuals hypothesis for arthropod diversity in temperate forests,"Mueller, Joerg; Brandl, Roland; Braendle, Martin; Foerster, Bernhard; de Araujo, Bruno Cancian; Gossner, Martin M.; Ladas, Alexander; Wagner, Martin; Maraun, Mark; Schall, Peter; Schmidt, Stefan; Heurich, Marco; Thorn, Simon; Seibold, Sebastian",,,,OIKOS,JUN 2018,2018,127,6,,,,814,824,,10.1111/oik.04972,,,32,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,5,4,12,1
Evidence for genetic differentiation and divergent selection in an autotetraploid forage grass (Arrhenatherum elatius),"Michalski, Stefan Georg; Durka, Walter; Jentsch, Anke; Kreyling, Juergen; Pompe, Sven; Schweiger, Oliver; Willner, Evelin; Beierkuhnlein, Carl",,,,THEORETICAL AND APPLIED GENETICS,APR 2010,2010,120,6,,,,1151,1162,,10.1007/s00122-009-1242-8,,,32,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,2,3,2,1,3,0,5,1,0,1,1,0
"Burrowing seabirds drive decreased diversity and structural complexity, and increased productivity in insular-vegetation communities","Bancroft, WJ; Roberts, JD; Garkaklis, MJ",,,,AUSTRALIAN JOURNAL OF BOTANY,2005,2005,53,3,,,,231,241,,10.1071/BT04079,,,32,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,2,3,0,3,1,0,3,0,4,1,1,2,0,3,2,0
Rehabilitation of a lowland river: Reconciling flood defence with habitat diversity and geomorphological sustainability,"Downs, PW; Thorne, CR",,,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,APR 2000,2000,58,4,,,,249,268,,10.1006/jema.2000.0327,,,32,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,3,1,0,1,0,3,2,1,3,1,2,4,1,2,2,1,1
Effects of deer on woodland structure revealed through terrestrial laser scanning,"Eichhorn, Markus P.; Ryding, Joseph; Smith, Martin J.; Gill, Robin M. A.; Siriwardena, Gavin M.; Fuller, Robert J.",,,,JOURNAL OF APPLIED ECOLOGY,DEC 2017,2017,54,6,,,,1615,1626,,10.1111/1365-2664.12902,,,31,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,8,4,3,2
Habitat quality versus spatial variables as determinants of small mammal assemblages in Atlantic Forest fragments,"Delciellos, Ana C.; Vieira, Marcus V.; Grelle, Carlos E. V.; Cobra, Priscilla; Cerqueira, Rui",,,,JOURNAL OF MAMMALOGY,FEB 2016,2016,97,1,,,,253,265,,10.1093/jmammal/gyv175,,,31,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,7,4,3,5,0
Modeling vegetation heights from high resolution stereo aerial photography: An application for broad-scale rangeland monitoring,"Gillan, Jeffrey K.; Karl, Jason W.; Duniway, Michael; Elaksher, Ahmed",,,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,NOV 1 2014,2014,144,,,,,226,235,,10.1016/j.jenvman.2014.05.028,,,31,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,3,2,4,6,4,1,0
Invasion of <i>Ligustrum lucidum</i> (Oleaceae) in the southern Yungas: Changes in habitat properties and decline in bird diversity,"Ayup, M. M.; Montti, L.; Aragon, R.; Grau, H. R.",,,,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,JAN 2014,2014,54,,,,SI,72,81,,10.1016/j.actao.2013.03.006,,,31,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,2,5,5,4,3,0,0
Changes and interactions between forest landscape connectivity and burnt area in Spain,"Martin-Martin, Carmen; Bunce, Robert G. H.; Saura, Santiago; Elena-Rossello, Ramon",,,,ECOLOGICAL INDICATORS,OCT 2013,2013,33,,,,SI,129,138,,10.1016/j.ecolind.2013.01.018,,,31,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,1,3,3,6,4,3,0
ABOVEGROUND GROWTH HABITS OF 2 VACCINIUM SPECIES IN RELATION TO HABITAT,"TOLVANEN, A",,,,CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,MAR 1995,1995,73,3,,,,465,473,,10.1139/b95-047,,,31,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,4,2,3,0,1,1,1,2,0,0,0,2,0,1,0,1,1,0,2,1,2,1,0
Surviving in steep terrain: a lab-to-field assessment of locomotor costs for wild mountain lions (<i>Puma concolor</i>),"Dunford, Carolyn E.; Marks, Nikki J.; Wilmers, Christopher C.; Bryce, Caleb M.; Nickel, Barry; Wolfe, Lisa L.; Scantlebury, D. Michael; Williams, Terrie M.",,,,MOVEMENT ECOLOGY,AUG 8 2020,2020,8,1,,,,,,34,10.1186/s40462-020-00215-9,,,29,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,8,2
A radiative transfer model for solar induced fluorescence using spectral invariants theory,"Zeng, Yelu; Badgley, Grayson; Chen, Min; Li, Jing; Anderegg, Leander D. L.; Kornfeld, Ari; Liu, Qinhuo; Xu, Baodong; Yang, Bin; Yan, Kai; Berry, Joseph A.",,,,REMOTE SENSING OF ENVIRONMENT,APR 2020,2020,240,,,,,,,111678,10.1016/j.rse.2020.111678,,,29,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,6,5,3
Impacts of Feral Horse Use on Herbaceous Riparian Vegetation Within a Sagebrush Steppe Ecosystem,"Boyd, C. S.; Davies, K. W.; Collins, G. H.",,,,RANGELAND ECOLOGY & MANAGEMENT,JUL 2017,2017,70,4,,,,411,417,,10.1016/j.rama.2017.02.001,,,29,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,5,5,4,2
Elevational patterns of bird functional and phylogenetic structure in the central Himalaya,"Ding, Zhifeng; Hu, Huijian; Cadotte, Marc W.; Liang, Jianchao; Hu, Yiming; Si, Xingfeng",,,,ECOGRAPHY,SEP 2021,2021,44,9,,,,1403,1417,,10.1111/ecog.05660,,,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,7
GEDI Elevation Accuracy Assessment: A Case Study of Southwest Spain,"Quiros, Elia; Polo, Maria-Eugenia; Fragoso-Campon, Laura",,,,IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,2021,2021,14,,,,,5285,5299,,10.1109/JSTARS.2021.3080711,,,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,13,7
"Taxonomic, functional, and phylogenetic diversity of bird assemblages are oppositely associated to productivity and heterogeneity in temperate forests","Bae, Soyeon; Mueller, Joerg; Lee, Dowon; Vierling, Kerri T.; Vogeler, Jody C.; Vierling, Lee A.; Hudak, Andrew T.; Latifi, Hooman; Thorn, Simon",,,,REMOTE SENSING OF ENVIRONMENT,SEP 15 2018,2018,215,,,,,145,156,,10.1016/j.rse.2018.05.031,,,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,3,9,4
Landscape metrics as indicators of avian diversity and community measures,"Morelli, Federico; Benedetti, Yanina; Simova, Petra",,,,ECOLOGICAL INDICATORS,JUL 2018,2018,90,,,,,132,141,,10.1016/j.ecolind.2018.03.011,,,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,7,6,0
Breeding bird community composition in different successional vegetation in the montane coniferous forests zone of Taiwan,"Ding, Tzung-Su; Liao, Huan-Chang; Yuan, Hsiao-Wei",,,,FOREST ECOLOGY AND MANAGEMENT,APR 20 2008,2008,255,7,,,,2038,2048,,10.1016/j.foreco.2008.01.056,,,28,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,4,4,2,1,2,1,2,0,3,0,0
Piling in fine and medium sand - a case study of ground and pile vibration,"Thandavamoorthy, TS",,,,SOIL DYNAMICS AND EARTHQUAKE ENGINEERING,JUN 2004,2004,24,4,,,,295,304,,10.1016/j.soildyn.2003.12.005,,,28,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,1,2,3,6,2,1,3,0,2,0,2,0
"Spatial behaviour of adult male Alpine ibex <i>Capra ibex ibex</i> in the Gran Paradiso National Park, Italy","Parrini, F; Grignolio, S; Luccarini, S; Bassano, B; Apollonio, M",,,,ACTA THERIOLOGICA,SEP 2003,2003,48,3,,,,411,423,,10.1007/BF03194179,,,28,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,3,3,3,2,0,0,1,3,0,2,3,1,0
REGIONAL HABITAT APPRAISALS OF WILDLIFE COMMUNITIES - A LANDSCAPE-LEVEL EVALUATION OF A RESOURCE PLANNING-MODEL USING AVIAN DISTRIBUTION DATA,"FLATHER, CH; BRADY, SJ; INKLEY, DB",,,,LANDSCAPE ECOLOGY,JUL 1992,1992,7,2,,,,137,147,,10.1007/BF02418944,,,28,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,3,1,1,1,3,1,2,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Where and when to hunt? Decomposing predation success of an ambush carnivore,"Smith, Justine A.; Donadio, Emiliano; Bidder, Owen R.; Pauli, Jonathan N.; Sheriff, Michael J.; Perrig, Paula L.; Middleton, Arthur D.",,,,ECOLOGY,DEC 2020,2020,101,12,,,,,,,10.1002/ecy.3172,,,27,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,5
Responses of Primates to Landscape Change in Amazonian Land-bridge islands-a Multi-scale Analysis,"Benchimol, Maira; Venticinque, Eduardo M.",,,,BIOTROPICA,JUL 2014,2014,46,4,,,,470,478,,10.1111/btp.12122,,,27,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,2,6,3,1,6,1,0
Factors shaping the evolution of colour patterns in Australian agamid lizards (Agamidae): a comparative study,"Chen, I-Ping; Symonds, Matthew R. E.; Melville, Jane; Stuart-Fox, Devi",,,,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,MAY 2013,2013,109,1,,,,101,112,,10.1111/bij.12030,,,27,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,2,2,6,1,1,4,0
Measuring Spatial and Vertical Heterogeneity of Grasslands Using Remote Sensing Techniques,"Guo, X.; Wilmshurst, J.; McCanny, S.; Fargey, P.; Richard, P.",,,,JOURNAL OF ENVIRONMENTAL INFORMATICS,JAN 2004,2004,3,1,,,,24,32,,10.3808/jei.200400024,,,27,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,2,3,3,2,0,1,2,1,3,2,2,0,0
Influence of conventional and chemical thinning on stand structure and diversity of plant and mammal communities in young lodgepole pine forest,"Sullivan, TP; Sullivan, DS; Lindgren, PMF; Boateng, JO",,,,FOREST ECOLOGY AND MANAGEMENT,OCT 15 2002,2002,170,1-3,,,,173,187,PII S0378-1127(01)00775-7,10.1016/S0378-1127(01)00775-7,,,27,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,3,1,0,2,1,2,0,0,2,0,0,2,2,1,1,0,0
